sample	circularity
196 rad51 nt	0.55800000000000005
196 rad51 nt	0.25
196 rad51 nt	0.36599999999999999
196 rad51 nt	0.82
196 rad51 nt	0.80700000000000005
196 rad51 nt	0.875
196 rad51 nt	0.85899999999999999
196 rad51 nt	0.78300000000000003
196 rad51 nt	0.65800000000000003
196 rad51 nt	0.7
196 rad51 nt	0.45800000000000002
196 rad51 nt	0.80500000000000005
196 rad51 nt	0.85599999999999997998
196 rad51 nt	0.63500000000000001002
196 rad51 nt	0.187
196 rad51 nt	0.872
196 rad51 nt	0.38800000000000001
196 rad51 sn38	0.90900000000000003
196 rad51 sn38	0.94899999999999995
196 rad51 sn38	0.94499999999999995
196 rad51 sn38	0.77
196 rad51 sn38	0.84199999999999997
196 rad51 sn38	0.76100000000000001
196 rad51 sn38	0.45
196 rad51 sn38	0.626
196 rad51 sn38	0.45800000000000002
196 rad51 sn38	0.871
196 rad51 sn38	0.67600000000000005
196 rad51 sn38	0.83699999999999996999
196 rad51 sn38	0.183
196 rad51 sn38	0.84899999999999998
196 rad51 sn38	0.86299999999999999
196 rad51 sn38	0.874
196 rad51 sn38	0.84499999999999997
196 rad51 sn38	0.84699999999999998001
196 rad51 sn38	0.77400000000000002
196 rad51 sn38	0.98699999999999999
